Base Weather Station Churchtown	Temperature (*F)	Soil Moist-VWC (%VWC)	PAR Light (uM/m^2s)	Bar.Pressure (In-Hg)	RH (%)	Temperature (*F)	Rainfall (In)	Wind Dir (Deg)	Wind Gust (mph)	Wind Speed (mph)	Dew Point (*F)
2023-08-06 03:20	68.3	2.8	0.0	29.73	96.9	54.0	0.00	176	0	0	53.1
2023-08-06 03:30	68.2	2.8	0.0	29.73	96.9	53.7	0.00	176	0	0	52.8
2023-08-06 03:40	68.1	2.8	0.0	29.73	97.0	53.0	0.00	176	0	0	52.2
2023-08-06 03:50	68.1	2.8	0.0	29.73	97.1	53.8	0.00	176	0	0	53.0
2023-08-06 04:00	68.0	2.8	0.0	29.73	97.1	53.7	0.00	176	0	0	52.9
2023-08-06 04:10	67.9	2.8	0.0	29.73	97.1	53.4	0.00	176	0	0	52.6
2023-08-06 04:20	67.8	2.8	0.0	29.74	97.1	52.2	0.00	176	0	0	51.4
2023-08-06 04:30	67.7	2.8	0.0	29.73	97.2	52.8	0.00	176	0	0	52.0
2023-08-06 04:40	67.7	2.8	0.0	29.73	97.2	52.6	0.00	176	0	0	51.8
2023-08-06 04:50	67.6	2.8	0.0	29.73	97.2	52.3	0.00	176	0	0	51.5
2023-08-06 05:00	67.6	2.8	0.0	29.73	97.3	52.0	0.00	176	0	0	51.3
2023-08-06 05:10	67.5	2.8	0.0	29.73	97.3	52.1	0.00	176	0	0	51.4
2023-08-06 05:20	67.4	2.8	0.0	29.72	97.3	51.4	0.00	176	0	0	50.7
2023-08-06 05:30	67.4	2.8	0.0	29.73	97.4	52.2	0.00	176	0	0	51.5
2023-08-06 05:40	67.3	2.8	0.0	29.73	97.4	52.7	0.00	176	0	0	52.0
2023-08-06 05:50	67.2	2.8	0.0	29.73	97.4	51.9	0.00	176	0	0	51.2
2023-08-06 06:00	67.1	2.8	10.0	29.73	97.4	52.0	0.00	176	0	0	51.3
2023-08-06 06:10	67.1	2.8	27.0	29.74	97.4	51.0	0.00	176	0	0	50.3
2023-08-06 06:20	67.0	2.8	53.0	29.73	97.4	51.4	0.00	176	0	0	50.7
2023-08-06 06:30	67.0	2.8	93.0	29.73	97.4	52.4	0.00	176	0	0	51.7
2023-08-06 06:40	66.9	2.8	142.0	29.74	97.3	55.0	0.00	176	0	0	54.2
2023-08-06 06:50	66.9	2.8	194.0	29.75	97.4	55.6	0.00	176	0	0	54.9
2023-08-06 07:00	66.8	2.8	249.0	29.77	97.3	56.6	0.00	176	0	0	55.8
2023-08-06 07:10	66.7	2.8	311.0	29.80	96.8	56.8	0.00	176	0	0	55.9
2023-08-06 07:20	66.7	2.8	374.0	29.81	96.4	58.8	0.00	176	0	0	57.8
2023-08-06 07:30	66.7	2.8	441.0	29.83	95.3	60.7	0.00	176	0	0	59.3
2023-08-06 07:40	66.7	2.8	509.0	29.84	93.0	62.4	0.00	176	0	0	60.3
2023-08-06 07:50	66.7	2.8	578.0	29.85	91.0	64.2	0.00	176	2	0	61.5
2023-08-06 08:00	66.7	2.8	658.0	29.84	88.4	65.0	0.00	189	4	1	61.5
2023-08-06 08:10	66.7	2.9	730.0	29.84	87.0	65.1	0.00	184	5	2	61.1
2023-08-06 08:20	66.7	2.9	802.0	29.84	85.5	65.8	0.00	190	6	3	61.3
2023-08-06 08:30	66.8	2.9	877.0	29.84	84.2	66.3	0.00	196	6	3	61.4
2023-08-06 08:40	66.8	2.9	956.0	29.84	83.4	66.9	0.00	196	6	3	61.7
2023-08-06 08:50	66.9	2.9	1031.0	29.86	81.2	68.9	0.00	186	3	1	62.9
2023-08-06 09:00	66.9	2.9	1102.0	29.87	79.5	69.6	0.00	183	3	1	63.0
2023-08-06 09:10	67.0	2.9	1172.0	29.87	77.8	70.0	0.00	163	5	0	62.7
2023-08-06 09:20	67.0	2.8	1236.0	29.87	77.7	69.6	0.00	175	6	2	62.3
2023-08-06 09:30	67.1	2.8	1309.0	29.86	78.1	70.0	0.00	192	6	2	62.9
2023-08-06 09:40	67.2	2.8	1372.0	29.86	76.9	71.2	0.00	162	4	1	63.6
2023-08-06 09:50	67.2	2.8	1438.0	29.87	75.3	71.0	0.00	142	4	1	62.8
2023-08-06 10:00	67.3	2.8	1503.0	29.87	74.9	72.2	0.00	165	4	1	63.8
2023-08-06 10:10	67.4	2.8	1556.0	29.86	74.4	72.5	0.00	187	5	1	63.9
2023-08-06 10:20	67.5	2.8	1617.0	29.86	74.4	73.2	0.00	210	4	2	64.6
2023-08-06 10:30	67.5	2.8	1668.0	29.85	74.6	73.5	0.00	208	5	1	64.9
2023-08-06 10:40	67.6	2.9	1715.0	29.86	73.4	74.5	0.00	168	4	1	65.4
2023-08-06 10:50	67.7	2.8	1763.0	29.87	72.1	75.2	0.00	155	3	0	65.6
2023-08-06 11:00	67.8	2.9	1816.0	29.87	71.2	75.9	0.00	186	4	0	65.9
2023-08-06 11:10	68.0	2.9	1865.0	29.87	70.1	76.5	0.00	170	5	1	66.0
2023-08-06 11:20	68.1	2.9	1912.0	29.87	69.5	76.6	0.00	176	5	1	65.9
2023-08-06 11:30	68.2	2.9	1942.0	29.87	67.5	77.0	0.00	170	4	0	65.4
2023-08-06 11:40	68.3	2.9	1982.0	29.87	66.8	77.1	0.00	172	4	1	65.2
2023-08-06 11:50	68.4	2.9	2012.0	29.87	65.9	78.7	0.00	163	4	0	66.3
2023-08-06 12:00	68.5	2.9	2038.0	29.87	62.5	78.5	0.00	159	3	0	64.6
2023-08-06 12:10	68.6	3.0	2064.0	29.87	63.0	78.9	0.00	165	5	1	65.2
2023-08-06 12:20	68.7	3.0	2093.0	29.86	62.6	79.1	0.00	211	6	1	65.2
2023-08-06 12:30	68.8	3.0	1956.0	29.86	61.4	79.0	0.00	183	7	2	64.6
2023-08-06 12:40	68.9	3.0	1886.0	29.86	62.9	78.3	0.00	200	6	1	64.6
2023-08-06 12:50	69.0	3.0	2128.0	29.87	58.9	80.2	0.00	220	3	0	64.5
2023-08-06 13:00	69.2	3.0	2027.0	29.86	60.5	80.0	0.00	231	4	1	65.1
2023-08-06 13:10	69.4	3.0	1950.0	29.87	62.0	79.6	0.00	196	6	1	65.4
2023-08-06 13:20	69.5	3.0	2057.0	29.87	60.8	80.5	0.00	203	4	0	65.7
2023-08-06 13:30	69.6	3.0	2113.0	29.87	59.6	80.5	0.00	201	5	1	65.1
2023-08-06 13:40	69.7	2.9	2099.0	29.88	60.9	81.2	0.00	207	3	1	66.4
2023-08-06 13:50	69.9	2.9	1898.0	29.87	59.6	80.7	0.00	180	4	0	65.3
2023-08-06 14:00	70.1	3.0	2075.0	29.87	61.0	80.4	0.00	189	6	2	65.7
2023-08-06 14:10	70.2	3.0	2017.0	29.87	61.1	80.9	0.00	194	4	1	66.2
2023-08-06 14:20	70.4	3.0	2000.0	29.87	58.5	81.1	0.00	176	3	1	65.2
2023-08-06 14:30	70.5	2.9	1967.0	29.87	59.2	81.5	0.00	184	4	0	65.9
2023-08-06 14:40	70.6	2.9	1922.0	29.86	60.4	80.9	0.00	179	5	1	65.9
2023-08-06 14:50	70.8	2.9	1890.0	29.87	58.7	81.3	0.00	183	3	0	65.5
2023-08-06 15:00	70.9	2.9	1855.0	29.86	55.8	82.6	0.00	256	5	1	65.2
2023-08-06 15:10	71.1	2.9	1825.0	29.85	53.9	83.4	0.00	180	4	0	65.0
2023-08-06 15:20	71.1	2.9	1766.0	29.85	55.3	82.5	0.00	141	2	0	64.9
2023-08-06 15:30	71.3	2.9	1704.0	29.85	57.2	82.6	0.00	156	4	0	65.9
2023-08-06 15:40	71.4	2.9	1651.0	29.84	58.1	81.9	0.00	158	4	1	65.7
2023-08-06 15:50	71.5	2.9	1592.0	29.83	56.8	82.1	0.00	153	3	0	65.3
2023-08-06 16:00	71.5	2.9	1531.0	29.83	57.2	81.6	0.00	213	4	0	65.0
2023-08-06 16:10	71.6	2.9	1457.0	29.82	57.8	81.6	0.00	200	3	0	65.3
2023-08-06 16:20	71.7	2.9	1388.0	29.82	57.1	82.2	0.00	136	5	1	65.5
2023-08-06 16:30	71.8	2.9	1341.0	29.81	57.4	82.0	0.00	163	2	0	65.5
2023-08-06 16:40	71.8	2.8	1281.0	29.81	56.5	82.3	0.00	190	5	0	65.3
2023-08-06 16:50	71.9	2.8	1197.0	29.81	56.0	82.7	0.00	175	2	0	65.4
2023-08-06 17:00	71.9	2.8	1137.0	29.81	56.0	82.9	0.00	160	2	0	65.6
2023-08-06 17:10	72.0	2.8	1059.0	29.81	57.0	82.8	0.00	94	2	0	66.0
2023-08-06 17:20	72.0	2.8	986.0	29.79	56.3	82.8	0.00	307	3	0	65.7
2023-08-06 17:30	72.0	2.8	912.0	29.79	55.9	82.9	0.00	300	3	0	65.5
2023-08-06 17:40	72.1	2.8	824.0	29.79	56.2	82.5	0.00	273	4	1	65.3
2023-08-06 17:50	72.1	2.8	736.0	29.79	55.9	82.3	0.00	327	3	1	65.0
2023-08-06 18:00	72.1	2.8	675.0	29.79	56.0	82.0	0.00	336	4	0	64.8
2023-08-06 18:10	72.1	2.8	613.0	29.79	56.7	81.7	0.00	338	1	0	64.8
2023-08-06 18:20	72.1	2.8	551.0	29.79	59.9	80.7	0.00	338	1	0	65.5
2023-08-06 18:30	72.1	2.8	441.0	29.78	62.8	80.6	0.00	338	0	0	66.7
2023-08-06 18:40	72.1	2.8	372.0	29.77	65.1	79.9	0.00	338	0	0	67.1
2023-08-06 18:50	72.0	2.8	315.0	29.77	64.7	80.0	0.00	338	0	0	67.0
2023-08-06 19:00	72.0	2.8	265.0	29.76	67.0	79.3	0.00	340	0	0	67.4
2023-08-06 19:10	72.0	2.8	160.0	29.75	74.4	76.2	0.00	341	0	0	67.5
2023-08-06 19:20	72.0	2.7	120.0	29.75	77.5	75.2	0.00	341	0	0	67.7
2023-08-06 19:30	71.9	2.7	87.0	29.74	77.2	74.5	0.00	341	0	0	66.9
2023-08-06 19:40	71.9	2.7	62.0	29.74	82.9	71.9	0.00	341	0	0	66.4
2023-08-06 19:50	71.8	2.8	38.0	29.74	85.3	70.9	0.00	341	0	0	66.3
2023-08-06 20:00	71.8	2.8	21.0	29.74	85.0	70.6	0.00	341	0	0	65.9
2023-08-06 20:10	71.7	2.8	0.0	29.73	87.3	69.2	0.00	341	0	0	65.3
2023-08-06 20:20	71.6	2.8	0.0	29.73	88.4	68.2	0.00	341	0	0	64.6
2023-08-06 20:30	71.6	2.7	0.0	29.72	90.4	66.9	0.00	341	0	0	64.0
2023-08-06 20:40	71.5	2.7	0.0	29.72	91.7	66.1	0.00	341	0	0	63.6
2023-08-06 20:50	71.4	2.7	0.0	29.72	92.9	64.6	0.00	341	0	0	62.5
2023-08-06 21:00	71.3	2.7	0.0	29.72	94.0	64.3	0.00	341	0	0	62.5
2023-08-06 21:10	71.2	2.7	0.0	29.72	94.5	64.1	0.00	341	0	0	62.5
2023-08-06 21:20	71.1	2.7	0.0	29.72	94.6	64.3	0.00	341	0	0	62.7
2023-08-06 21:30	71.1	2.7	0.0	29.72	93.9	64.6	0.00	341	1	0	62.8
2023-08-06 21:40	71.0	2.7	0.0	29.72	91.5	65.6	0.00	341	1	0	63.1
2023-08-06 21:50	70.9	2.7	0.0	29.72	92.7	63.1	0.00	341	0	0	61.0
2023-08-06 22:00	70.8	2.7	0.0	29.72	93.5	63.6	0.00	341	1	0	61.7
2023-08-06 22:10	70.8	2.7	0.0	29.72	92.4	64.3	0.00	341	0	0	62.0
2023-08-06 22:20	70.7	2.7	0.0	29.72	91.6	64.1	0.00	341	1	0	61.6
2023-08-06 22:30	70.6	2.7	0.0	29.72	92.5	63.4	0.00	341	1	0	61.2
2023-08-06 22:40	70.5	2.7	0.0	29.72	91.7	63.9	0.00	341	1	0	61.4
2023-08-06 22:50	70.5	2.7	0.0	29.71	90.4	64.6	0.00	341	2	0	61.7
2023-08-06 23:00	70.4	2.7	0.0	29.72	79.6	69.3	0.00	341	2	0	62.7
2023-08-06 23:10	70.4	2.7	0.0	29.73	77.1	70.3	0.00	341	4	1	62.8
2023-08-06 23:20	70.3	2.7	0.0	29.74	76.4	70.8	0.00	319	5	1	63.0
2023-08-06 23:30	70.3	2.7	0.0	29.74	76.6	71.0	0.00	302	5	1	63.3
2023-08-06 23:40	70.2	2.7	0.0	29.74	76.9	70.9	0.00	302	3	1	63.3
2023-08-06 23:50	70.2	2.7	0.0	29.74	76.6	71.1	0.00	316	3	1	63.4
2023-08-07 00:00	70.2	2.7	0.0	29.75	76.6	71.2	0.00	313	5	2	63.5
2023-08-07 00:10	70.1	2.7	0.0	29.74	77.3	70.9	0.00	300	5	2	63.4
2023-08-07 00:20	70.1	2.7	0.0	29.74	77.5	70.8	0.00	302	6	1	63.4
2023-08-07 00:30	70.1	2.7	0.0	29.73	77.9	70.4	0.00	303	4	1	63.2
2023-08-07 00:40	70.1	2.7	0.0	29.73	77.9	70.4	0.00	302	4	1	63.2
2023-08-07 00:50	70.1	2.7	0.0	29.73	78.2	70.0	0.00	300	3	1	62.9
2023-08-07 01:00	70.0	2.7	0.0	29.73	77.9	70.1	0.00	307	5	2	62.9
2023-08-07 01:10	70.0	2.7	0.0	29.73	78.3	69.9	0.00	309	4	1	62.8
2023-08-07 01:20	70.0	2.7	0.0	29.72	78.2	69.9	0.00	309	4	1	62.8
2023-08-07 01:30	70.0	2.7	0.0	29.72	77.7	70.0	0.00	313	6	2	62.7
2023-08-07 01:40	69.9	2.7	0.0	29.72	77.8	70.0	0.00	306	6	2	62.7
2023-08-07 01:50	69.9	2.7	0.0	29.72	77.9	70.0	0.00	314	4	1	62.8
2023-08-07 02:00	69.9	2.7	0.0	29.72	78.0	70.0	0.00	314	4	2	62.8
2023-08-07 02:10	69.9	2.7	0.0	29.72	78.1	70.0	0.00	310	5	2	62.9
2023-08-07 02:20	69.8	2.7	0.0	29.72	78.5	69.8	0.00	312	4	1	62.8
2023-08-07 02:30	69.8	2.7	0.0	29.71	78.8	69.9	0.00	313	5	2	63.0
2023-08-07 02:40	69.8	2.7	0.0	29.71	79.2	69.8	0.00	309	5	2	63.1
2023-08-07 02:50	69.8	2.7	0.0	29.71	79.6	69.8	0.00	306	5	1	63.2
2023-08-07 03:00	69.8	2.7	0.0	29.71	80.2	69.7	0.00	309	4	1	63.3
2023-08-07 03:10	69.7	2.7	0.0	29.71	80.4	69.7	0.00	310	4	2	63.4
2023-08-07 03:20	69.7	2.7	0.0	29.71	81.2	69.7	0.00	300	5	1	63.7
2023-08-07 03:30	69.7	2.7	0.0	29.71	81.6	69.8	0.00	309	4	1	63.9
2023-08-07 03:40	69.7	2.7	0.0	29.71	81.7	69.9	0.00	319	4	1	64.0
2023-08-07 03:50	69.7	2.7	0.0	29.70	82.0	69.9	0.00	310	6	2	64.2
2023-08-07 04:00	69.7	2.7	0.0	29.70	82.4	69.9	0.00	299	4	2	64.3
2023-08-07 04:10	69.7	2.7	0.0	29.69	83.3	69.9	0.00	300	6	2	64.6
2023-08-07 04:20	69.7	2.7	0.0	29.69	84.0	69.6	0.00	316	6	1	64.5
2023-08-07 04:30	69.7	2.7	0.0	29.69	84.4	69.7	0.00	307	6	2	64.8
2023-08-07 04:40	69.7	2.7	0.0	29.69	84.9	69.6	0.00	312	6	3	64.9
2023-08-07 04:50	69.7	2.7	0.0	29.68	85.4	69.5	0.00	316	6	3	64.9
2023-08-07 05:00	69.7	2.7	0.0	29.68	86.8	69.3	0.00	317	6	2	65.2
2023-08-07 05:10	69.7	2.7	0.0	29.68	88.3	68.9	0.00	313	5	2	65.3
2023-08-07 05:20	69.6	2.7	0.0	29.67	89.3	68.8	0.00	312	7	3	65.5
2023-08-07 05:30	69.6	2.7	0.0	29.67	90.2	68.5	0.01	313	7	3	65.5
2023-08-07 05:40	69.6	2.7	0.0	29.66	90.9	68.3	0.00	309	6	2	65.5
2023-08-07 05:50	69.6	2.7	0.0	29.65	90.9	68.4	0.00	312	5	2	65.6
2023-08-07 06:00	69.6	2.7	0.0	29.64	91.0	68.8	0.00	314	5	2	66.1
2023-08-07 06:10	69.6	2.7	0.0	29.64	91.5	68.7	0.00	307	6	3	66.1
2023-08-07 06:20	69.6	2.7	0.0	29.63	92.3	68.2	0.00	295	5	2	65.9
2023-08-07 06:30	69.6	2.7	10.0	29.63	92.7	68.0	0.01	313	4	2	65.8
2023-08-07 06:40	69.6	2.7	23.0	29.64	93.0	68.0	0.00	309	5	1	65.9
2023-08-07 06:50	69.6	2.8	19.0	29.64	93.3	68.1	0.00	312	3	1	66.1
2023-08-07 07:00	69.6	2.8	11.0	29.64	93.6	68.1	0.00	316	3	0	66.2
2023-08-07 07:10	69.6	2.8	9.0	29.64	94.0	67.9	0.00	309	3	1	66.1
2023-08-07 07:20	69.6	2.9	23.0	29.64	94.7	67.8	0.00	289	6	2	66.2
2023-08-07 07:30	69.6	3.0	58.0	29.63	94.8	67.9	0.00	299	7	2	66.4
2023-08-07 07:40	69.6	3.0	93.0	29.62	94.4	68.1	0.00	286	11	4	66.4
2023-08-07 07:50	69.6	3.0	169.0	29.61	93.2	68.5	0.00	302	9	3	66.5
2023-08-07 08:00	69.6	3.0	139.0	29.61	92.9	68.4	0.00	296	8	4	66.3
2023-08-07 08:10	69.6	3.0	124.0	29.60	92.6	68.5	0.00	302	8	3	66.3
2023-08-07 08:20	69.6	3.0	66.0	29.62	92.6	68.7	0.00	254	5	2	66.5
2023-08-07 08:30	69.6	3.0	56.0	29.62	93.4	68.4	0.00	112	4	0	66.4
2023-08-07 08:40	69.6	3.0	46.0	29.62	93.5	68.4	0.00	306	4	1	66.4
2023-08-07 08:50	69.6	3.0	58.0	29.62	93.4	68.6	0.00	309	5	1	66.6
2023-08-07 09:00	69.6	3.0	70.0	29.62	93.0	69.0	0.00	254	5	2	66.9
2023-08-07 09:10	69.6	3.0	82.0	29.63	92.9	69.1	0.00	247	6	2	67.0
2023-08-07 09:20	69.6	3.0	97.0	29.63	92.7	69.1	0.01	323	6	3	66.9
2023-08-07 09:30	69.6	3.0	134.0	29.63	92.7	69.1	0.00	334	9	3	66.9
2023-08-07 09:40	69.6	3.0	227.0	29.62	92.9	69.2	0.00	320	6	2	67.1
2023-08-07 09:50	69.6	3.0	368.0	29.62	92.6	69.7	0.00	314	9	3	67.5
2023-08-07 10:00	69.6	3.0	329.0	29.63	92.2	70.4	0.00	313	8	2	68.0
2023-08-07 10:10	69.6	3.0	228.0	29.63	92.2	70.2	0.00	314	8	3	67.8
2023-08-07 10:20	69.6	3.0	243.0	29.63	92.5	70.1	0.00	300	7	2	67.8
2023-08-07 10:30	69.7	3.1	473.0	29.63	92.4	70.6	0.00	314	10	3	68.3
2023-08-07 10:40	69.7	3.1	319.0	29.63	92.1	70.8	0.00	309	8	3	68.4
2023-08-07 10:50	69.7	3.1	473.0	29.63	91.5	71.1	0.00	286	6	3	68.5
2023-08-07 11:00	69.7	3.1	506.0	29.63	90.6	72.0	0.00	275	6	2	69.1
2023-08-07 11:10	69.7	3.1	801.0	29.63	90.3	72.3	0.00	299	10	3	69.3
2023-08-07 11:20	69.8	3.1	1117.0	29.63	88.8	73.6	0.00	313	9	4	70.1
2023-08-07 11:30	69.8	3.1	616.0	29.64	88.7	73.3	0.00	296	7	3	69.8
2023-08-07 11:40	69.9	3.1	413.0	29.64	89.3	72.7	0.00	297	8	3	69.4
2023-08-07 11:50	69.9	3.1	241.0	29.63	90.2	72.2	0.00	312	5	2	69.2
2023-08-07 12:00	70.0	3.1	327.0	29.62	90.1	72.3	0.00	309	7	3	69.2
2023-08-07 12:10	70.0	3.1	300.0	29.61	90.0	72.3	0.00	304	7	2	69.2
2023-08-07 12:20	70.1	3.1	371.0	29.61	89.6	72.4	0.00	316	11	2	69.2
2023-08-07 12:30	70.1	3.1	522.0	29.60	89.1	72.9	0.00	312	10	3	69.5
2023-08-07 12:40	70.1	3.1	457.0	29.59	89.1	72.9	0.00	312	8	3	69.5
2023-08-07 12:50	70.1	3.1	533.0	29.60	89.0	73.2	0.00	323	6	2	69.8
2023-08-07 13:00	70.1	3.1	674.0	29.60	88.3	73.8	0.00	309	7	3	70.1
2023-08-07 13:10	70.2	3.1	358.0	29.60	88.8	73.5	0.00	319	8	2	70.0
2023-08-07 13:20	70.2	3.1	157.0	29.60	89.7	72.5	0.00	316	9	4	69.3
2023-08-07 13:30	70.3	3.1	140.0	29.58	90.1	72.3	0.00	306	9	3	69.2
2023-08-07 13:40	70.3	3.1	204.0	29.58	90.2	72.4	0.00	306	8	2	69.4
2023-08-07 13:50	70.3	3.1	372.0	29.58	89.7	72.9	0.00	304	10	3	69.7
2023-08-07 14:00	70.3	3.1	484.0	29.58	89.1	73.7	0.00	302	7	2	70.3
2023-08-07 14:10	70.3	3.1	435.0	29.58	89.0	73.8	0.00	306	7	2	70.4
2023-08-07 14:20	70.4	3.1	416.0	29.58	89.6	73.4	0.00	309	8	3	70.2
2023-08-07 14:30	70.4	3.1	416.0	29.58	89.7	73.4	0.00	309	7	3	70.2
2023-08-07 14:40	70.4	3.1	560.0	29.58	89.5	73.7	0.00	304	6	3	70.4
2023-08-07 14:50	70.4	3.1	340.0	29.57	89.5	73.5	0.00	310	8	3	70.2
2023-08-07 15:00	70.4	3.1	222.0	29.56	89.7	73.2	0.00	293	9	3	70.0
2023-08-07 15:10	70.5	3.1	293.0	29.56	89.9	73.0	0.00	304	8	3	69.9
2023-08-07 15:20	70.5	3.1	282.0	29.56	89.6	73.2	0.00	292	8	3	70.0
2023-08-07 15:30	70.5	3.1	268.0	29.55	90.1	73.0	0.00	290	8	3	69.9
2023-08-07 15:40	70.5	3.1	254.0	29.55	89.6	72.9	0.00	299	10	4	69.7
2023-08-07 15:50	70.5	3.1	191.0	29.55	89.8	72.7	0.00	292	8	4	69.5
2023-08-07 16:00	70.6	3.1	414.0	29.54	89.2	73.4	0.00	299	8	4	70.0
2023-08-07 16:10	70.6	3.1	535.0	29.54	88.4	74.0	0.00	299	9	4	70.3
2023-08-07 16:20	70.6	3.1	275.0	29.54	88.7	73.7	0.00	300	11	5	70.2
2023-08-07 16:30	70.6	3.1	202.0	29.54	90.3	73.1	0.00	307	11	3	70.1
2023-08-07 16:40	70.6	3.1	175.0	29.52	90.5	73.0	0.00	319	7	2	70.1
2023-08-07 16:50	70.6	3.1	483.0	29.50	89.5	73.8	0.00	309	7	3	70.5
2023-08-07 17:00	70.6	3.1	551.0	29.50	87.5	75.1	0.00	307	7	3	71.1
2023-08-07 17:10	70.7	3.1	317.0	29.51	86.2	75.5	0.00	309	10	4	71.1
2023-08-07 17:20	70.7	3.1	720.0	29.53	85.3	76.3	0.00	306	15	6	71.6
2023-08-07 17:30	70.7	3.1	959.0	29.54	83.9	77.1	0.00	307	14	7	71.9
2023-08-07 17:40	70.7	3.1	922.0	29.54	83.1	77.8	0.00	290	12	5	72.3
2023-08-07 17:50	70.8	3.1	802.0	29.54	82.8	77.9	0.00	310	9	4	72.2
2023-08-07 18:00	70.8	3.1	493.0	29.54	83.5	77.1	0.00	323	12	4	71.7
2023-08-07 18:10	70.8	3.1	239.0	29.54	85.0	76.1	0.00	279	10	4	71.3
2023-08-07 18:20	70.9	3.1	90.0	29.54	86.4	75.3	0.00	297	16	5	71.0
2023-08-07 18:30	70.9	3.1	77.0	29.53	87.3	75.0	0.00	310	7	3	71.0
2023-08-07 18:40	70.9	3.1	114.0	29.53	87.7	75.0	0.00	320	9	4	71.1
2023-08-07 18:50	70.9	3.1	94.0	29.53	87.8	75.2	0.00	296	10	5	71.3
2023-08-07 19:00	70.9	3.1	104.0	29.54	88.3	75.0	0.00	321	9	4	71.3
2023-08-07 19:10	70.9	3.1	84.0	29.53	88.8	74.9	0.00	313	8	5	71.4
2023-08-07 19:20	70.9	3.1	63.0	29.53	89.3	74.8	0.00	312	11	6	71.4
2023-08-07 19:30	71.0	3.1	51.0	29.52	89.3	74.8	0.00	306	15	6	71.4
2023-08-07 19:40	71.0	3.1	41.0	29.51	89.1	74.9	0.00	300	12	5	71.5
2023-08-07 19:50	71.0	3.1	18.0	29.51	88.8	74.9	0.00	309	10	4	71.4
2023-08-07 20:00	71.0	3.1	0.0	29.51	89.0	74.7	0.00	303	9	4	71.2
2023-08-07 20:10	71.0	3.1	0.0	29.51	88.6	74.8	0.00	307	13	6	71.2
2023-08-07 20:20	71.0	3.1	0.0	29.51	87.9	74.8	0.00	302	11	6	71.0
2023-08-07 20:30	71.0	3.1	0.0	29.51	87.3	74.7	0.00	302	15	5	70.7
2023-08-07 20:40	71.0	3.1	0.0	29.51	86.6	74.7	0.00	310	12	6	70.4
2023-08-07 20:50	71.0	3.1	0.0	29.51	86.4	74.7	0.00	314	11	5	70.4
2023-08-07 21:00	70.9	3.1	0.0	29.51	86.6	74.8	0.00	300	11	5	70.5
2023-08-07 21:10	70.9	3.1	0.0	29.51	86.7	74.7	0.00	303	10	5	70.5
2023-08-07 21:20	70.9	3.1	0.0	29.51	86.4	74.9	0.00	289	15	6	70.6
2023-08-07 21:30	70.9	3.1	0.0	29.50	86.5	74.9	0.00	292	12	6	70.6
2023-08-07 21:40	70.9	3.1	0.0	29.50	86.0	75.0	0.00	303	12	6	70.5
2023-08-07 21:50	70.9	3.1	0.0	29.49	86.8	74.6	0.00	313	12	5	70.4
2023-08-07 22:00	70.9	3.1	0.0	29.46	90.7	73.0	0.00	303	9	4	70.1
2023-08-07 22:10	70.9	3.1	0.0	29.43	90.8	73.1	0.00	303	12	4	70.2
2023-08-07 22:20	70.9	3.1	0.0	29.42	90.0	73.5	0.00	307	13	4	70.4
2023-08-07 22:30	70.9	3.1	0.0	29.42	89.5	73.8	0.00	312	14	5	70.5
2023-08-07 22:40	70.9	3.1	0.0	29.41	90.4	73.5	0.00	310	9	3	70.5
2023-08-07 22:50	70.9	3.1	0.0	29.40	91.5	73.1	0.00	303	8	4	70.5
2023-08-07 23:00	70.9	3.1	0.0	29.39	92.7	72.5	0.00	297	5	2	70.3
2023-08-07 23:10	70.9	3.2	0.0	29.38	93.0	72.4	0.00	299	7	2	70.3
2023-08-07 23:20	70.9	3.2	0.0	29.38	93.3	72.4	0.00	292	7	3	70.4
2023-08-07 23:30	70.9	3.2	0.0	29.38	91.6	73.0	0.00	316	8	5	70.4
2023-08-07 23:40	70.9	3.2	0.0	29.38	91.5	72.6	0.00	304	12	5	70.0
2023-08-07 23:50	70.8	3.2	0.0	29.38	91.7	72.3	0.00	316	9	4	69.7
2023-08-08 00:00	70.8	3.2	0.0	29.38	92.0	72.2	0.00	276	10	4	69.7
2023-08-08 00:10	70.8	3.2	0.0	29.39	92.2	72.0	0.00	290	8	4	69.6
2023-08-08 00:20	70.8	3.2	0.0	29.39	92.4	71.6	0.00	316	11	3	69.3
2023-08-08 00:30	70.8	3.2	0.0	29.38	92.7	71.3	0.00	317	9	3	69.1
2023-08-08 00:40	70.8	3.2	0.0	29.38	93.0	71.0	0.00	323	6	3	68.9
2023-08-08 00:50	70.8	3.2	0.0	29.38	93.0	70.9	0.00	316	6	2	68.8
2023-08-08 01:00	70.8	3.2	0.0	29.39	92.9	70.9	0.00	324	6	3	68.7
2023-08-08 01:10	70.8	3.2	0.0	29.39	92.4	71.0	0.00	247	8	3	68.7
2023-08-08 01:20	70.8	3.2	0.0	29.39	92.3	70.8	0.00	282	5	2	68.5
2023-08-08 01:30	70.8	3.2	0.0	29.40	92.1	70.7	0.00	297	8	3	68.3
2023-08-08 01:40	70.8	3.2	0.0	29.41	92.3	70.5	0.00	269	7	2	68.2
2023-08-08 01:50	70.8	3.2	0.0	29.41	92.5	70.2	0.00	268	9	3	67.9
2023-08-08 02:00	70.7	3.2	0.0	29.41	92.6	70.1	0.00	321	5	2	67.9
